id,county,STNAME,CTYNAME,POPESTIMATE2019,D1,D2,Administered,Per
30095,Stillwater,Montana,Stillwater County,9642,,,,
30097,Sweet Grass,Montana,Sweet Grass County,3737,,,,
30099,Teton,Montana,Teton County,6147,,,,
30101,Toole,Montana,Toole County,4736,,,,
30103,Treasure,Montana,Treasure County,696,,,,
30105,Valley,Montana,Valley County,7396,,,,
30107,Wheatland,Montana,Wheatland County,2126,,,,
30109,Wibaux,Montana,Wibaux County,969,,,,
30111,Yellowstone,Montana,Yellowstone County,161300,,,,
30113,Yellowstone National Park,Montana,xxxxxxxxxxxxxxxxxxxxx,0,,,,
31000,Nebraska,Nebraska,Nebraska,1934408,,,,
31001,Adams,Nebraska,Adams County,31363,,,,
31003,Antelope,Nebraska,Antelope County,6298,,,,
31005,Arthur,Nebraska,Arthur County,463,,,,
31007,Banner,Nebraska,Banner County,745,,,,
31009,Blaine,Nebraska,Blaine County,465,,,,
31011,Boone,Nebraska,Boone County,5192,,,,
31013,Box Butte,Nebraska,Box Butte County,10783,,,,
31015,Boyd,Nebraska,Boyd County,1919,,,,
31017,Brown,Nebraska,Brown County,2955,,,,
31019,Buffalo,Nebraska,Buffalo County,49659,,,,
31021,Burt,Nebraska,Burt County,6459,,,,
31023,Butler,Nebraska,Butler County,8016,,,,
31025,Cass,Nebraska,Cass County,26248,,,,
31027,Cedar,Nebraska,Cedar County,8402,,,,
31029,Chase,Nebraska,Chase County,3924,,,,
31031,Cherry,Nebraska,Cherry County,5689,,,,
31033,Cheyenne,Nebraska,Cheyenne County,8910,,,,
31035,Clay,Nebraska,Clay County,6203,,,,
31037,Colfax,Nebraska,Colfax County,10709,,,,
31039,Cuming,Nebraska,Cuming County,8846,,,,
31041,Custer,Nebraska,Custer County,10777,,,,
31043,Dakota,Nebraska,Dakota County,20026,,,,
31045,Dawes,Nebraska,Dawes County,8589,,,,
31047,Dawson,Nebraska,Dawson County,23595,,,,
31049,Deuel,Nebraska,Deuel County,1794,,,,
31051,Dixon,Nebraska,Dixon County,5636,,,,
31053,Dodge,Nebraska,Dodge County,36565,,,,
31055,Douglas,Nebraska,Douglas County,571327,,,,
31057,Dundy,Nebraska,Dundy County,1693,,,,
31059,Fillmore,Nebraska,Fillmore County,5462,,,,
31061,Franklin,Nebraska,Franklin County,2979,,,,
31063,Frontier,Nebraska,Frontier County,2627,,,,
31065,Furnas,Nebraska,Furnas County,4676,,,,
31067,Gage,Nebraska,Gage County,21513,,,,
31069,Garden,Nebraska,Garden County,1837,,,,
31071,Garfield,Nebraska,Garfield County,1969,,,,
31073,Gosper,Nebraska,Gosper County,1990,,,,
31075,Grant,Nebraska,Grant County,623,,,,
31077,Greeley,Nebraska,Greeley County,2356,,,,
31079,Hall,Nebraska,Hall County,61353,,,,
31081,Hamilton,Nebraska,Hamilton County,9324,,,,
31083,Harlan,Nebraska,Harlan County,3380,,,,
31085,Hayes,Nebraska,Hayes County,922,,,,
31087,Hitchcock,Nebraska,Hitchcock County,2762,,,,
31089,Holt,Nebraska,Holt County,10067,,,,
31091,Hooker,Nebraska,Hooker County,682,,,,
31093,Howard,Nebraska,Howard County,6445,,,,
31095,Jefferson,Nebraska,Jefferson County,7046,,,,
31097,Johnson,Nebraska,Johnson County,5071,,,,
31099,Kearney,Nebraska,Kearney County,6495,,,,
31101,Keith,Nebraska,Keith County,8034,,,,
31103,Keya Paha,Nebraska,Keya Paha County,806,,,,
31105,Kimball,Nebraska,Kimball County,3632,,,,
31107,Knox,Nebraska,Knox County,8332,,,,
31109,Lancaster,Nebraska,Lancaster County,319090,,,,
31111,Lincoln,Nebraska,Lincoln County,34914,,,,
31113,Logan,Nebraska,Logan County,748,,,,
31115,Loup,Nebraska,Loup County,664,,,,
31117,McPherson,Nebraska,McPherson County,494,,,,
31119,Madison,Nebraska,Madison County,35099,,,,
31121,Merrick,Nebraska,Merrick County,7755,,,,
31123,Morrill,Nebraska,Morrill County,4642,,,,
31125,Nance,Nebraska,Nance County,3519,,,,
31127,Nemaha,Nebraska,Nemaha County,6972,,,,
31129,Nuckolls,Nebraska,Nuckolls County,4148,,,,
31131,Otoe,Nebraska,Otoe County,16012,,,,
31133,Pawnee,Nebraska,Pawnee County,2613,,,,
31135,Perkins,Nebraska,Perkins County,2891,,,,
31137,Phelps,Nebraska,Phelps County,9034,,,,
31139,Pierce,Nebraska,Pierce County,7148,,,,
31141,Platte,Nebraska,Platte County,33470,,,,
31143,Polk,Nebraska,Polk County,5213,,,,
31145,Red Willow,Nebraska,Red Willow County,10724,,,,
31147,Richardson,Nebraska,Richardson County,7865,,,,
31149,Rock,Nebraska,Rock County,1357,,,,
31151,Saline,Nebraska,Saline County,14224,,,,
31153,Sarpy,Nebraska,Sarpy County,187196,,,,
31155,Saunders,Nebraska,Saunders County,21578,,,,
31157,Scotts Bluff,Nebraska,Scotts Bluff County,35618,,,,
31159,Seward,Nebraska,Seward County,17284,,,,
31161,Sheridan,Nebraska,Sheridan County,5246,,,,
31163,Sherman,Nebraska,Sherman County,3001,,,,
31165,Sioux,Nebraska,Sioux County,1166,,,,
31167,Stanton,Nebraska,Stanton County,5920,,,,
31169,Thayer,Nebraska,Thayer County,5003,,,,
31171,Thomas,Nebraska,Thomas County,722,,,,
31173,Thurston,Nebraska,Thurston County,7224,,,,
31175,Valley,Nebraska,Valley County,4158,,,,
31177,Washington,Nebraska,Washington County,20729,,,,
31179,Wayne,Nebraska,Wayne County,9385,,,,
31181,Webster,Nebraska,Webster County,3487,,,,
31183,Wheeler,Nebraska,Wheeler County,783,,,,
31185,York,Nebraska,York County,13679,,,,
32000,Nevada,Nevada,Nevada,3080156,,,,
32001,Churchill,Nevada,Churchill County,24909,,,,
32003,Clark,Nevada,Clark County,2266715,,,,
32005,Douglas,Nevada,Douglas County,48905,,,,
32007,Elko,Nevada,Elko County,52778,,,,
32009,Esmeralda,Nevada,Esmeralda County,873,,,,
32011,Eureka,Nevada,Eureka County,2029,,,,
32013,Humboldt,Nevada,Humboldt County,16831,,,,
32015,Lander,Nevada,Lander County,5532,,,,
32017,Lincoln,Nevada,Lincoln County,5183,,,,
32019,Lyon,Nevada,Lyon County,57510,,,,
32021,Mineral,Nevada,Mineral County,4505,,,,
32023,Nye,Nevada,Nye County,46523,,,,
32027,Pershing,Nevada,Pershing County,6725,,,,
32029,Storey,Nevada,Storey County,4123,,,,
32031,Washoe,Nevada,Washoe County,471519,,,,
32033,White Pine,Nevada,White Pine County,9580,,,,
32510,Carson City,Nevada,Carson City,55916,,,,
33000,New Hampshire,New Hampshire,New Hampshire,1359711,,,,
33001,Belknap,New Hampshire,Belknap County,61303,,,,
33003,Carroll,New Hampshire,Carroll County,48910,,,,
33005,Cheshire,New Hampshire,Cheshire County,76085,,,,
33007,Coos,New Hampshire,Coos County,31563,,,,
33009,Grafton,New Hampshire,Grafton County,89886,,,,
33011,Hillsborough,New Hampshire,Hillsborough County,417025,,,,
33013,Merrimack,New Hampshire,Merrimack County,151391,,,,
33015,Rockingham,New Hampshire,Rockingham County,309769,,,,
33017,Strafford,New Hampshire,Strafford County,130633,,,,
33019,Sullivan,New Hampshire,Sullivan County,43146,,,,
34000,New Jersey,New Jersey,New Jersey,8882190,,,,
34001,Atlantic,New Jersey,Atlantic County,263670,44271.75,14757.25,59029,0.22387454
34003,Bergen,New Jersey,Bergen County,932202,161788.5,53929.5,215718,0.231406927
34005,Burlington,New Jersey,Burlington County,445349,72543.75,24181.25,96725,0.217189216
34007,Camden,New Jersey,Camden County,506471,81009.75,27003.25,108013,0.213265913
34009,Cape May,New Jersey,Cape May County,92039,20659.5,6886.5,27546,0.299286172
34011,Cumberland,New Jersey,Cumberland County,149527,19158,6386,25544,0.170832024
34013,Essex,New Jersey,Essex County,798975,113121.75,37707.25,150829,0.188778122
34015,Gloucester,New Jersey,Gloucester County,291636,49203.75,16401.25,65605,0.224955081
34017,Hudson,New Jersey,Hudson County,672391,66193.5,22064.5,88258,0.131259937
34019,Hunterdon,New Jersey,Hunterdon County,124371,17792.25,5930.75,23723,0.190743823
34021,Mercer,New Jersey,Mercer County,367430,40119.75,13373.25,53493,0.145586915
34023,Middlesex,New Jersey,Middlesex County,825062,108988.5,36329.5,145318,0.176129794
34025,Monmouth,New Jersey,Monmouth County,618795,104512.5,34837.5,139350,0.225195743
34027,Morris,New Jersey,Morris County,491845,104996.25,34998.75,139995,0.284632354
34029,Ocean,New Jersey,Ocean County,607186,87721.5,29240.5,116962,0.192629606
34031,Passaic,New Jersey,Passaic County,501826,63407.25,21135.75,84543,0.168470745
34033,Salem,New Jersey,Salem County,62385,9087.75,3029.25,12117,0.194229382
34035,Somerset,New Jersey,Somerset County,328934,54116.25,18038.75,72155,0.219360115
34037,Sussex,New Jersey,Sussex County,140488,21404.25,7134.75,28539,0.203141905
34039,Union,New Jersey,Union County,556341,68352,22784,91136,0.163813201
34041,Warren,New Jersey,Warren County,105267,12955.5,4318.5,17274,0.16409701
35000,New Mexico,New Mexico,New Mexico,2096829,,,,
35001,Bernalillo,New Mexico,Bernalillo County,679121,106169,64742,170911,0.25166502
35003,Catron,New Mexico,Catron County,3527,720,384,1104,0.313013893
35005,Chaves,New Mexico,Chaves County,64615,5880,2659,8539,0.132151977
35006,Cibola,New Mexico,Cibola County,26675,7237,4051,11288,0.42316776
35007,Colfax,New Mexico,Colfax County,11941,3361,1879,5240,0.438824219
35009,Curry,New Mexico,Curry County,48954,7067,3792,10859,0.221820485
35011,De Baca,New Mexico,De Baca County,1748,468,121,589,0.336956522
35013,Dona Ana,New Mexico,Doña Ana County,218195,25161,13028,38189,0.175022342
35015,Eddy,New Mexico,Eddy County,58460,5584,2177,7761,0.132757441
35017,Grant,New Mexico,Grant County,26998,4846,2054,6900,0.255574487
35019,Guadalupe,New Mexico,Guadalupe County,4300,1531,1373,2904,0.675348837
35021,Harding,New Mexico,Harding County,625,192,93,285,0.456
35023,Hidalgo,New Mexico,Hidalgo County,4198,737,357,1094,0.260600286
35025,Lea,New Mexico,Lea County,71070,10421,6612,17033,0.239665119
35027,Lincoln,New Mexico,Lincoln County,19572,5066,2804,7870,0.402105048
35028,Los Alamos,New Mexico,Los Alamos County,19369,3314,1460,4774,0.246476328
35029,Luna,New Mexico,Luna County,23709,3739,1676,5415,0.228394281
35031,McKinley,New Mexico,McKinley County,71367,20109,4617,24726,0.346462651
35033,Mora,New Mexico,Mora County,4521,1086,698,1784,0.394602964
35035,Otero,New Mexico,Otero County,67490,8833,3913,12746,0.188857609
35037,Quay,New Mexico,Quay County,8253,1323,621,1944,0.235550709
35039,Rio Arriba,New Mexico,Rio Arriba County,38921,8326,3861,12187,0.313121451
35041,Roosevelt,New Mexico,Roosevelt County,18500,2701,1093,3794,0.205081081
35043,Sandoval,New Mexico,Sandoval County,146748,27551,9792,37343,0.254470248
35045,San Juan,New Mexico,San Juan County,123958,7072,4602,11674,0.09417706
35047,San Miguel,New Mexico,San Miguel County,117000,23735,12431,36166,0.309111111
35049,Santa Fe,New Mexico,Santa Fe County,150358,23223,13578,36801,0.244755849
35051,Sierra,New Mexico,Sierra County,10791,2623,1103,3726,0.34528774
35053,Socorro,New Mexico,Socorro County,16637,3497,2052,5549,0.33353369
35055,Taos,New Mexico,Taos County,32723,6975,4222,11197,0.342175228
35057,Torrance,New Mexico,Torrance County,15461,1212,599,1811,0.117133433
35059,Union,New Mexico,Union County,4059,1179,841,2020,0.497659522
35061,Valencia,New Mexico,Valencia County,76688,10527,5174,15701,0.204738681
36000,New York,New York,New York,19453561,,,,
36001,Albany,New York,Albany County,305506,"55,517","29,576",85093,0.278531355
36003,Allegany,New York,Allegany County,46091,"3,896","2,156",6052,0.131305461
36005,Bronx,New York,Bronx County,1418207,"1,40,536","66,072",206608,0.145682541
36007,Broome,New York,Broome County,190488,"34,778","19,267",54045,0.283718659
36009,Cattaraugus,New York,Cattaraugus County,76117,"8,155","4,659",12814,0.168346099
36011,Cayuga,New York,Cayuga County,76576,"12,261","6,696",18957,0.247557982
36013,Chautauqua,New York,Chautauqua County,126903,"15,182","9,010",24192,0.190633791
36015,Chemung,New York,Chemung County,83456,"10,580","6,920",17500,0.209691334
36017,Chenango,New York,Chenango County,47207,"5,614","3,010",8624,0.182684771
36019,Clinton,New York,Clinton County,80485,"18,746","10,662",29408,0.365384854
36021,Columbia,New York,Columbia County,59461,"8,498","4,620",13118,0.220615193
36023,Cortland,New York,Cortland County,47581,"6,430","3,274",9704,0.203946954
36025,Delaware,New York,Delaware County,44135,"4,965","1,968",6933,0.157086213
36027,Dutchess,New York,Dutchess County,294218,"34,896","18,040",52936,0.179921011
36029,Erie,New York,Erie County,918702,"1,31,306","84,328",215634,0.234715936
36031,Essex,New York,Essex County,36885,"8,128","4,530",12658,0.343174732
36033,Franklin,New York,Franklin County,50022,"10,692","5,882",16574,0.331334213
36035,Fulton,New York,Fulton County,53383,"6,329","3,920",10249,0.191989959
36037,Genesee,New York,Genesee County,57280,"7,746","4,539",12285,0.214472765
36039,Greene,New York,Greene County,47188,"5,572","2,842",8414,0.178308044
36041,Hamilton,New York,Hamilton County,4416,"1,758","1,125",2883,0.652853261
36043,Herkimer,New York,Herkimer County,61319,"10,219","5,823",16042,0.261615486
36045,Jefferson,New York,Jefferson County,109834,"15,995","9,614",25609,0.233160952
36047,Kings,New York,Kings County,2559903,"2,31,162","1,13,306",344468,0.134562911
36049,Lewis,New York,Lewis County,26296,"3,668",2.391,3670.391,0.139579822
36051,Livingston,New York,Livingston County,62914,"8,898","5,921",14819,0.235543758
36053,Madison,New York,Madison County,70941,"11,672","6,351",18023,0.254056188
36055,Monroe,New York,Monroe County,741770,"1,08,655","65,818",174473,0.235211723
36057,Montgomery,New York,Montgomery County,49221,"6,899","4,180",11079,0.225086853
36059,Nassau,New York,Nassau County,1356924,"2,34,706","1,38,286",372992,0.274880539
36061,New York,New York,New York County,1628706,"2,60,962","1,52,067",413029,0.253593343
36063,Niagara,New York,Niagara County,209281,"26,264","17,547",43811,0.209340552
36065,Oneida,New York,Oneida County,228671,"40,383","23,408",63791,0.278964101
36067,Onondaga,New York,Onondaga County,460528,"86,698","50,891",137589,0.298763593
36069,Ontario,New York,Ontario County,109777,"17,777","10,220",27997,0.255035208
36071,Orange,New York,Orange County,384940,"34,590","19,305",53895,0.140008833
36073,Orleans,New York,Orleans County,40352,"4,033","2,160",6193,0.153474425
36075,Oswego,New York,Oswego County,117124,"16,120","9,950",26070,0.222584611
36077,Otsego,New York,Otsego County,59493,"9,483","5,664",15147,0.254601382
36079,Putnam,New York,Putnam County,98320,"13,267","7,224",20491,0.20841131
36081,Queens,New York,Queens County,2253858,"2,59,208","1,26,803",386011,0.171266779
36083,Rensselaer,New York,Rensselaer County,158714,"23,562","13,117",36679,0.231101226
36085,Richmond,New York,Richmond County,476143,"69,501","36,923",106424,0.223512684
36087,Rockland,New York,Rockland County,325789,"44,306","25,547",69853,0.214411782
36089,St. Lawrence,New York,St. Lawrence County,107740,"23,383","14,717",38100,0.353629107
36091,Saratoga,New York,Saratoga County,229863,"38,295","21,354",59649,0.259498049
36093,Schenectady,New York,Schenectady County,155299,"25,313","13,202",38515,0.24800546
36095,Schoharie,New York,Schoharie County,30999,"3,375","1,709",5084,0.16400529
36097,Schuyler,New York,Schuyler County,17807,"2,584","1,540",4124,0.231594317
36099,Seneca,New York,Seneca County,34016,"4,185","2,422",6607,0.194232126
36101,Steuben,New York,Steuben County,95379,"9,685","5,916",15601,0.1635685
36103,Suffolk,New York,Suffolk County,1476601,"1,97,391","1,07,630",305021,0.206569683
36105,Sullivan,New York,Sullivan County,75432,"7,724","3,946",11670,0.154708877
36107,Tioga,New York,Tioga County,48203,"5,413","2,662",8075,0.167520694
36109,Tompkins,New York,Tompkins County,102180,"15,046",7.846,15053.846,0.147326737
36111,Ulster,New York,Ulster County,177573,"22,724","12,253",34977,0.196972513
36113,Warren,New York,Warren County,63944,"11,527","6,482",18009,0.281637057
36115,Washington,New York,Washington County,61204,"7,026","3,595",10621,0.17353441
36117,Wayne,New York,Wayne County,89918,"10,825","6,507",17332,0.192753398
36119,Westchester,New York,Westchester County,967506,"1,48,210","89,025",237235,0.245202614
36121,Wyoming,New York,Wyoming County,39859,"4,950","3,069",8019,0.201184174
36123,Yates,New York,Yates County,24913,"3,821","1,953",5774,0.231766548
37000,North Carolina,North Carolina,North Carolina,10488084,,,,
37001,Alamance,North Carolina,Alamance County,169509,21460,11474,32934,0.194290569
37003,Alexander,North Carolina,Alexander County,37497,4534,2995,7529,0.200789396
37005,Alleghany,North Carolina,Alleghany County,11137,2060,1325,3385,0.303941816
37007,Anson,North Carolina,Anson County,24446,3281,1425,4706,0.192505931
37009,Ashe,North Carolina,Ashe County,27203,3289,2010,5299,0.194794692
37011,Avery,North Carolina,Avery County,17557,2898,2173,5071,0.288830666
37013,Beaufort,North Carolina,Beaufort County,46994,8809,3792,12601,0.268140614
37015,Bertie,North Carolina,Bertie County,18947,4160,1760,5920,0.31245052
37017,Bladen,North Carolina,Bladen County,32722,4942,3082,8024,0.245217285
37019,Brunswick,North Carolina,Brunswick County,142820,26299,14008,40307,0.282222378
37021,Buncombe,North Carolina,Buncombe County,261191,32183,18529,50712,0.194156767
37023,Burke,North Carolina,Burke County,90485,12676,7691,20367,0.225087031
37025,Cabarrus,North Carolina,Cabarrus County,216453,19723,13122,32845,0.151741949
37027,Caldwell,North Carolina,Caldwell County,82178,11677,8922,20599,0.250663195
37029,Camden,North Carolina,Camden County,10867,1927,1002,2929,0.269531609
37031,Carteret,North Carolina,Carteret County,69473,9727,6957,16684,0.24015085
37033,Caswell,North Carolina,Caswell County,22604,3225,1652,4877,0.215758273
37035,Catawba,North Carolina,Catawba County,159551,19626,14210,33836,0.212070122
37037,Chatham,North Carolina,Chatham County,74470,14446,9172,23618,0.317147845
37039,Cherokee,North Carolina,Cherokee County,28612,3381,1963,5344,0.18677478
37041,Chowan,North Carolina,Chowan County,13943,3599,1935,5534,0.396901671
37043,Clay,North Carolina,Clay County,11231,1235,795,2030,0.180749711
37045,Cleveland,North Carolina,Cleveland County,97947,11709,5483,17192,0.175523497
37047,Columbus,North Carolina,Columbus County,55508,5629,3065,8694,0.156626072
37049,Craven,North Carolina,Craven County,102139,12976,8173,21149,0.207060966
37051,Cumberland,North Carolina,Cumberland County,335509,34048,22564,56612,0.168734669
37053,Currituck,North Carolina,Currituck County,27763,4893,2309,7202,0.259410006
37055,Dare,North Carolina,Dare County,37009,8282,6311,14593,0.394309492
37057,Davidson,North Carolina,Davidson County,167609,16706,10972,27678,0.16513433
37059,Davie,North Carolina,Davie County,42846,6662,4903,11565,0.269920179
37061,Duplin,North Carolina,Duplin County,58741,5251,2402,7653,0.130283788
37063,Durham,North Carolina,Durham County,321488,48213,32270,80483,0.250345269
37065,Edgecombe,North Carolina,Edgecombe County,51472,5283,2286,7569,0.147050824
37067,Forsyth,North Carolina,Forsyth County,382295,47819,29753,77572,0.202911364
37069,Franklin,North Carolina,Franklin County,69685,7514,4588,12102,0.173667217
37071,Gaston,North Carolina,Gaston County,224529,22712,14339,37051,0.165016546
37073,Gates,North Carolina,Gates County,11562,1984,1079,3063,0.264919564
37075,Graham,North Carolina,Graham County,8441,1381,645,2026,0.240018955
37077,Granville,North Carolina,Granville County,60443,9041,5283,14324,0.236983604
37079,Greene,North Carolina,Greene County,21069,2692,1224,3916,0.18586549
37081,Guilford,North Carolina,Guilford County,537174,58982,30228,89210,0.166072818
37083,Halifax,North Carolina,Halifax County,50010,6870,2968,9838,0.196720656
37085,Harnett,North Carolina,Harnett County,135976,12965,7672,20637,0.15176943
37087,Haywood,North Carolina,Haywood County,62317,9553,5840,15393,0.247011249
37089,Henderson,North Carolina,Henderson County,117417,15080,9689,24769,0.210949011
37091,Hertford,North Carolina,Hertford County,23677,3715,1587,5302,0.223930397
37093,Hoke,North Carolina,Hoke County,55234,4190,2225,6415,0.116142231
37095,Hyde,North Carolina,Hyde County,4937,1125,667,1792,0.362973466
37097,Iredell,North Carolina,Iredell County,181806,20372,11951,32323,0.177788412
37099,Jackson,North Carolina,Jackson County,43938,4792,2296,7088,0.161318221
37101,Johnston,North Carolina,Johnston County,209339,23356,12834,36190,0.172877486
37103,Jones,North Carolina,Jones County,9419,1431,715,2146,0.22783735
37105,Lee,North Carolina,Lee County,61779,8381,4469,12850,0.207999482
37107,Lenoir,North Carolina,Lenoir County,55949,7830,4454,12284,0.219557097
37109,Lincoln,North Carolina,Lincoln County,86111,8981,5912,14893,0.172951191
37111,McDowell,North Carolina,McDowell County,45756,6419,3226,9645,0.210792027
37113,Macon,North Carolina,Macon County,35858,5092,2326,7418,0.206871549
37115,Madison,North Carolina,Madison County,21755,3285,1850,5135,0.236037692
37117,Martin,North Carolina,Martin County,22440,3411,1702,5113,0.22785205
37119,Mecklenburg,North Carolina,Mecklenburg County,1110356,100073,56309,156382,0.140839515
37121,Mitchell,North Carolina,Mitchell County,14964,1612,820,2432,0.162523389
37123,Montgomery,North Carolina,Montgomery County,27173,3162,1339,4501,0.165642366
37125,Moore,North Carolina,Moore County,100880,18688,11004,29692,0.294329897
37127,Nash,North Carolina,Nash County,94298,11147,5586,16733,0.17744809
37129,New Hanover,North Carolina,New Hanover County,234473,36017,24334,60351,0.257389977
37131,Northampton,North Carolina,Northampton County,19483,2894,1196,4090,0.209926603
37133,Onslow,North Carolina,Onslow County,197938,13191,7915,21106,0.106629349
37135,Orange,North Carolina,Orange County,148476,27084,18512,45596,0.307093402
37137,Pamlico,North Carolina,Pamlico County,12726,2761,1298,4059,0.318953324
37139,Pasquotank,North Carolina,Pasquotank County,39824,8743,4732,13475,0.338363801
37141,Pender,North Carolina,Pender County,63060,7452,3976,11428,0.181224231
37143,Perquimans,North Carolina,Perquimans County,13463,2899,1333,4232,0.314343014
37145,Person,North Carolina,Person County,39490,5156,3163,8319,0.210660927
37147,Pitt,North Carolina,Pitt County,180742,24344,18624,42968,0.237731131
37149,Polk,North Carolina,Polk County,20724,2591,1829,4420,0.21327929
37151,Randolph,North Carolina,Randolph County,143667,12044,7454,19498,0.135716622
37153,Richmond,North Carolina,Richmond County,44829,6571,3216,9787,0.218318499
37155,Robeson,North Carolina,Robeson County,130625,12721,8162,20883,0.159869856
37157,Rockingham,North Carolina,Rockingham County,91010,9849,3811,13660,0.150093396
37159,Rowan,North Carolina,Rowan County,142088,13727,7560,21287,0.149815607
37161,Rutherford,North Carolina,Rutherford County,67029,6702,3830,10532,0.15712602
37163,Sampson,North Carolina,Sampson County,63531,7984,4949,12933,0.203569911
37165,Scotland,North Carolina,Scotland County,34823,4819,1725,6544,0.187921776
37167,Stanly,North Carolina,Stanly County,62806,7063,3795,10858,0.172881572
37169,Stokes,North Carolina,Stokes County,45591,4955,2873,7828,0.171700555
37171,Surry,North Carolina,Surry County,71783,9758,6961,16719,0.232910299
37173,Swain,North Carolina,Swain County,14271,1881,947,2828,0.198164109
37175,Transylvania,North Carolina,Transylvania County,34385,3999,2312,6311,0.183539334
37177,Tyrrell,North Carolina,Tyrrell County,4016,616,288,904,0.225099602
37179,Union,North Carolina,Union County,239859,22103,14099,36202,0.150930338
37181,Vance,North Carolina,Vance County,44535,6259,3860,10119,0.22721455
37183,Wake,North Carolina,Wake County,1111761,138447,76052,214499,0.192936252
37185,Warren,North Carolina,Warren County,19731,2913,894,3807,0.192945112
37187,Washington,North Carolina,Washington County,11580,1913,722,2635,0.227547496
37189,Watauga,North Carolina,Watauga County,56177,7319,4647,11966,0.213005322
37191,Wayne,North Carolina,Wayne County,123131,10795,5752,16547,0.134385329
37193,Wilkes,North Carolina,Wilkes County,68412,7835,4411,12246,0.179003684
37195,Wilson,North Carolina,Wilson County,81801,9534,5660,15194,0.185743451
37197,Yadkin,North Carolina,Yadkin County,37667,4678,3290,7968,0.211537951
37199,Yancey,North Carolina,Yancey County,18069,2420,1624,4044,0.223808733
38000,North Dakota,North Dakota,North Dakota,762062,,,,
38001,Adams,North Dakota,Adams County,2216,687,229,916,0.413357401
38003,Barnes,North Dakota,Barnes County,10415,2554.5,851.5,"3,406",0.327028325
38005,Benson,North Dakota,Benson County,6832,1063.5,354.5,"1,418",0.207552693
38007,Billings,North Dakota,Billings County,928,93.75,31.25,125,0.134698276
38009,Bottineau,North Dakota,Bottineau County,6282,1434,478,"1,912",0.304361668
38011,Bowman,North Dakota,Bowman County,3024,501.75,167.25,669,0.221230159
38013,Burke,North Dakota,Burke County,2115,386.25,128.75,515,0.243498818
38015,Burleigh,North Dakota,Burleigh County,95626,17731.5,5910.5,"23,642",0.247234016
38017,Cass,North Dakota,Cass County,181923,31623,10541,"42,164",0.231768386
38019,Cavalier,North Dakota,Cavalier County,3762,1058.25,352.75,"1,411",0.375066454
38021,Dickey,North Dakota,Dickey County,4872,1133.25,377.75,"1,511",0.310139573
38023,Divide,North Dakota,Divide County,2264,426.75,142.25,569,0.251325088
38025,Dunn,North Dakota,Dunn County,4424,479.25,159.75,639,0.144439421
38027,Eddy,North Dakota,Eddy County,2287,715.5,238.5,954,0.417140359
38029,Emmons,North Dakota,Emmons County,3241,584.25,194.75,779,0.240357914
38031,Foster,North Dakota,Foster County,3210,723.75,241.25,965,0.300623053
38033,Golden Valley,North Dakota,Golden Valley County,1761,277.5,92.5,370,0.210107893
38035,Grand Forks,North Dakota,Grand Forks County,69451,14301,4767,"19,068",0.274553282
38037,Grant,North Dakota,Grant County,2274,136.5,45.5,182,0.08003518
38039,Griggs,North Dakota,Griggs County,2231,588.75,196.25,785,0.351860152
38041,Hettinger,North Dakota,Hettinger County,2499,434.25,144.75,579,0.231692677
38043,Kidder,North Dakota,Kidder County,2480,334.5,111.5,446,0.17983871
38045,La Moure,North Dakota,LaMoure County,4046,810.75,270.25,"1,081",0.267177459
38047,Logan,North Dakota,Logan County,1850,390,130,520,0.281081081
38049,McHenry,North Dakota,McHenry County,5745,1007.25,335.75,"1,343",0.233768494
38051,McIntosh,North Dakota,McIntosh County,2497,658.5,219.5,878,0.351621946
38053,McKenzie,North Dakota,McKenzie County,15024,1088.25,362.75,"1,451",0.096578807
38055,McLean,North Dakota,McLean County,9450,1980,660,"2,640",0.279365079
38057,Mercer,North Dakota,Mercer County,8187,1242,414,"1,656",0.202271894
38059,Morton,North Dakota,Morton County,31364,5362.5,1787.5,"7,150",0.227968371
38061,Mountrail,North Dakota,Mountrail County,10545,2053.5,684.5,"2,738",0.259649123
38063,Nelson,North Dakota,Nelson County,2879,1104.75,368.25,"1,473",0.511635985
38065,Oliver,North Dakota,Oliver County,1959,198.75,66.25,265,0.135273099
38067,Pembina,North Dakota,Pembina County,6801,1647.75,549.25,"2,197",0.323040729
38069,Pierce,North Dakota,Pierce County,3975,999,333,"1,332",0.33509434
38071,Ramsey,North Dakota,Ramsey County,11519,3017.25,1005.75,"4,023",0.349249067
38073,Ransom,North Dakota,Ransom County,5218,1271.25,423.75,"1,695",0.324837102
38075,Renville,North Dakota,Renville County,2327,357,119,476,0.204555221
38077,Richland,North Dakota,Richland County,16177,2612.25,870.75,"3,483",0.215305681
38079,Rolette,North Dakota,Rolette County,14176,5820,1940,"7,760",0.547404063
38081,Sargent,North Dakota,Sargent County,3898,744,248,992,0.254489482
38083,Sheridan,North Dakota,Sheridan County,1315,317.25,105.75,423,0.321673004
38085,Sioux,North Dakota,Sioux County,4230,564.75,188.25,753,0.178014184
38087,Slope,North Dakota,Slope County,750,33.75,11.25,45,0.06
38089,Stark,North Dakota,Stark County,31489,4404.75,1468.25,"5,873",0.186509575
38091,Steele,North Dakota,Steele County,1890,363,121,484,0.256084656
38093,Stutsman,North Dakota,Stutsman County,20704,4492.5,1497.5,"5,990",0.289316074
